# source, target, count, etype
244,2450,1,ad
244,2201,1,ad
244,1896,11,ad
244,1320,1,ad
244,1578,4,ad
244,2200,14,ad
244,1593,1,ad
244,1918,2,ad
244,2696,3,ad
244,1939,1,ad
244,1878,1,ad
244,2759,3,ad
244,2129,1,ad
245,1370,4,da
245,1868,1,dd
245,1859,1,dd
245,1642,1,dd
245,2082,4,dd
245,2754,2,dd
245,1961,8,dd
245,1101,4,dd
245,1863,8,dd
245,129,2,aa
245,2181,1,aa
245,2082,2,aa
245,2124,2,aa
245,443,2,aa
245,976,1,aa
245,1370,2,aa
245,1558,1,aa
245,2361,1,aa
245,2823,2,aa
245,1062,2,aa
245,1108,1,aa
245,125,2,aa
245,2230,1,aa
245,1101,1,aa
245,2384,1,aa
245,2448,1,ad
245,734,1,ad
245,1820,1,ad
245,2320,1,ad
245,941,1,ad
245,1314,3,ad
245,1971,1,ad
245,446,2,ad
245,2124,1,ad
245,1772,1,ad
245,135,1,ad
245,1012,1,ad
245,2303,2,ad
245,582,4,ad
245,1112,1,ad
245,128,3,ad
245,1508,2,ad
245,1826,2,ad
245,2866,3,ad
245,1640,1,ad
246,91,2,aa
246,866,1,aa
246,2181,1,aa
246,1035,1,aa
246,347,3,aa
246,377,2,aa
246,81,1,aa
246,250,1,aa
246,348,1,aa
246,2901,1,aa
246,1772,1,aa
246,1099,1,aa
246,246,1,aa
246,1803,1,ad
246,743,1,ad
246,80,1,ad
246,2324,1,ad
246,2448,1,ad
246,7,4,ad
246,1760,8,ad
246,867,2,ad
246,1766,1,ad
246,519,2,ad
246,2537,1,ad
246,1145,1,ad
246,159,8,ad
246,2810,7,ad
246,2136,1,ad
246,1061,1,ad
246,2323,2,ad
246,568,1,ad
246,1849,1,ad
246,585,1,ad
246,1808,6,ad
246,2161,2,ad
246,1893,1,ad
246,1981,2,ad
246,1862,2,ad
246,742,1,ad
246,2314,1,ad
246,628,1,ad
246,1221,1,ad
246,1882,1,ad
246,1719,3,ad
246,173,1,ad
246,2250,1,ad
246,1897,2,ad
246,1939,4,ad
247,1823,6,aa
247,2806,5,aa
247,2095,1,aa
247,1117,1,aa
247,2656,1,aa
247,1538,1,aa
247,1118,4,aa
247,1822,1,aa
247,247,1,aa
247,2299,1,aa
247,1001,1,aa
247,1119,3,aa
247,2827,1,aa
247,1274,6,aa
247,2311,2,aa
247,1230,1,aa
247,1590,3,ad
247,2041,1,ad
247,2828,2,ad
247,2241,4,ad
247,1822,4,ad
247,2167,1,ad
247,1589,17,ad
247,2718,1,ad
247,2781,4,ad
247,2476,1,ad
247,2814,1,ad
247,1273,1,ad
247,2944,2,ad
247,1117,2,ad
247,1231,25,ad
247,2587,1,ad
247,2785,2,ad
247,1355,1,ad
247,2334,1,ad
247,1004,5,ad
247,1002,1,ad
247,1870,1,ad
247,2920,1,ad
248,129,6,aa
248,2866,1,aa
248,176,1,aa
248,1036,1,aa
248,976,2,aa
248,1107,1,aa
248,1286,4,aa
248,1283,7,aa
248,1789,2,aa
248,848,2,aa
248,1431,1,aa
248,1747,1,aa
248,2236,1,aa
248,126,2,aa
248,1769,1,aa
248,245,1,aa
248,2230,1,aa
248,1748,4,aa
248,734,2,ad
248,866,1,ad
248,2136,1,ad
248,1874,5,ad
248,349,15,ad
248,1981,4,ad
248,1862,3,ad
248,1213,2,ad
248,114,2,ad
248,2203,1,ad
248,2475,1,ad
248,1863,2,ad
248,1036,5,ad
248,1772,10,ad
248,135,4,ad
248,2047,1,ad
248,582,1,ad
248,1099,2,ad
248,1787,4,ad
248,1439,1,ad
248,1021,1,ad
248,1106,3,ad
248,1064,1,ad
248,1303,2,ad
248,2754,1,ad
248,2179,3,ad
248,1821,1,ad
248,450,2,ad
248,2560,1,ad
248,457,3,ad
248,2313,4,ad
248,93,1,ad
248,2753,1,ad
248,1771,1,ad
248,630,3,ad
248,1399,6,ad
248,1745,1,ad
248,117,5,ad
249,1623,1,da
249,1663,1,da
249,112,1,dd
249,1429,1,dd
249,1190,1,dd
249,1389,1,dd
249,2732,1,dd
249,2361,1,aa
249,771,1,aa
249,821,3,aa
249,650,7,aa
249,638,1,aa
249,663,8,aa
249,906,7,aa
249,643,5,aa
249,759,4,aa
249,786,1,aa
249,783,2,aa
249,141,1,aa
249,775,1,aa
249,1344,1,aa
249,779,1,aa
249,889,4,aa
249,641,1,aa
249,973,2,aa
249,1122,1,aa
249,887,1,aa
249,666,2,aa
249,1053,1,aa
249,788,1,aa
249,1579,1,aa
249,1129,2,aa
249,770,1,aa
249,1573,1,aa
249,645,2,aa
249,1126,4,aa
249,1308,1,aa
249,782,5,aa
249,637,2,aa
249,1061,6,aa
249,1051,1,ad
249,223,2,ad
249,730,14,ad
249,737,1,ad
249,664,1,ad
249,423,1,ad
249,772,1,ad
249,1081,15,ad
249,667,1,ad
249,1676,1,ad
249,1082,12,ad
249,2118,1,ad
249,1792,1,ad
249,2933,1,ad
249,2813,1,ad
250,824,1,aa
250,2181,1,aa
250,2941,1,aa
250,2133,2,aa
250,1383,1,aa
250,377,3,aa
250,224,1,aa
250,2217,2,aa
250,246,5,aa
250,1139,8,aa
250,1095,2,aa
250,867,2,ad
250,2400,1,ad
250,676,1,ad
250,1262,1,ad
250,585,2,ad
250,1808,7,ad
250,2161,1,ad
250,1862,1,ad
250,2912,4,ad
250,1939,3,ad
251,131,1,da
251,132,1,da
251,155,1,da
251,252,3,da
251,253,1,da
251,254,2,da
251,255,1,da
251,256,2,da
251,257,1,da
251,258,1,da
251,259,1,da
251,260,1,da
251,261,1,da
251,262,1,da
251,515,1,dd
251,584,1,dd
251,1622,1,dd
251,611,1,dd
251,172,1,dd
251,2066,1,dd
251,2924,1,dd
251,2041,2,dd
251,1849,5,dd
251,2245,1,dd
251,2805,1,dd
251,138,3,dd
251,1871,1,dd
251,208,1,dd
251,1693,1,aa
251,861,1,aa
251,795,1,aa
251,1145,1,aa
251,208,1,aa
251,744,1,aa
251,1729,1,aa
251,2543,1,aa
251,2750,2,aa
251,254,1,ad
251,221,1,ad
251,595,2,ad
251,1536,7,ad
251,230,10,ad
251,252,11,ad
251,588,1,ad
251,261,5,ad
251,2041,2,ad
251,1943,1,ad
251,1190,1,ad
251,1381,1,ad
251,243,1,ad
251,262,2,ad
251,1448,1,ad
251,1214,2,ad
251,861,1,ad
251,2343,1,ad
251,224,2,ad
251,1856,2,ad
251,2406,2,ad
251,752,1,ad
251,1426,2,ad
251,2289,1,ad
251,2200,1,ad
251,969,1,ad
251,2882,1,ad
251,2939,3,ad
251,1975,1,ad
252,263,1,da
252,678,1,dd
252,917,2,aa
252,171,4,aa
252,367,1,aa
252,514,1,aa
252,595,1,aa
252,253,2,aa
252,1474,7,aa
252,1457,2,aa
252,923,3,aa
252,579,1,aa
252,971,3,aa
252,968,2,aa
252,2162,4,aa
252,254,9,aa
252,792,2,aa
252,1473,6,aa
252,582,1,aa
252,1338,1,aa
252,2708,1,aa
252,801,1,aa
252,966,1,aa
252,160,1,aa
252,262,2,aa
252,461,1,aa
252,1180,1,aa
252,1464,16,ad
252,1902,9,ad
252,254,1,ad
252,519,19,ad
252,611,6,ad
252,627,11,ad
252,159,14,ad
252,595,17,ad
252,258,19,ad
252,1871,9,ad
252,2805,1,ad
252,171,17,ad
252,584,15,ad
252,2924,16,ad
252,1470,32,ad
252,1210,5,ad
252,251,17,ad
252,2039,16,ad
252,1396,40,ad
252,138,1,ad
252,2245,9,ad
252,742,1,ad
252,1244,2,ad
252,1566,9,ad
252,1525,14,ad
252,1250,16,ad
252,924,12,ad
252,255,11,ad
252,1622,9,ad
252,1866,1,ad
252,1439,1,ad
252,2072,2,ad
252,678,5,ad
252,1867,17,ad
252,1180,3,ad
252,256,22,ad
252,1698,5,ad
252,107,6,ad
252,2023,17,ad
252,1070,2,ad
252,772,1,ad
252,1248,13,ad
252,624,2,ad
252,1762,6,ad
252,2106,2,ad
252,910,5,ad
252,1456,18,ad
252,1351,18,ad
252,253,13,ad
252,1395,30,ad
252,2144,11,ad
252,915,17,ad
252,964,3,ad
252,1632,1,ad
252,263,5,ad
252,2699,13,ad
252,203,1,ad
252,1246,3,ad
252,963,12,ad
252,1299,10,ad
252,1055,10,ad
252,2350,1,ad
252,2197,9,ad
252,679,1,ad
252,1300,7,ad
252,591,17,ad
252,1131,3,ad
252,1664,1,ad
253,790,1,da
253,254,1,da
253,791,1,da
253,792,1,da
253,2023,1,dd
253,363,2,dd
253,107,1,dd
253,1464,1,dd
253,365,1,dd
253,1714,2,dd
253,1299,1,dd
253,1300,1,dd
253,1395,3,dd
253,1762,1,dd
253,1248,1,dd
253,2913,1,aa
253,856,1,aa
253,162,1,aa
253,1464,1,aa
253,732,1,aa
253,626,1,aa
253,589,2,aa
253,1613,1,aa
253,591,2,aa
253,1851,1,aa
253,1836,1,aa
253,576,1,aa
253,969,4,aa
253,261,1,aa
253,686,1,aa
253,700,1,aa
253,204,1,aa
253,588,1,aa
253,2712,1,aa
253,2289,1,aa
253,1838,1,aa
253,1180,1,aa
253,2894,1,aa
253,1321,3,aa
253,1445,1,aa
253,594,2,ad
253,2351,2,ad
253,611,1,ad
253,165,1,ad
253,147,1,ad
253,230,1,ad
253,2928,1,ad
253,1657,4,ad
253,742,1,ad
253,261,1,ad
253,1384,1,ad
253,1759,1,ad
253,729,1,ad
253,1616,1,ad
253,203,1,ad
253,715,3,ad
253,237,2,ad
253,2913,1,ad
253,235,1,ad
253,969,1,ad
253,1235,1,ad
253,259,2,ad
253,2930,1,ad
253,575,1,ad
254,1180,1,da
254,917,2,aa
254,171,1,aa
254,591,1,aa
254,118,1,aa
254,584,1,aa
254,1474,3,aa
254,116,1,aa
254,1457,1,aa
254,923,1,aa
254,252,4,aa
254,263,2,aa
254,628,3,aa
254,921,1,aa
254,971,6,aa
254,792,1,aa
254,1473,1,aa
254,582,2,aa
254,918,1,aa
254,160,2,aa
254,1460,2,aa
254,697,1,aa
254,2045,2,ad
254,1464,24,ad
254,1902,10,ad
254,519,15,ad
254,611,6,ad
254,101,2,ad
254,627,12,ad
254,159,15,ad
254,595,26,ad
254,258,15,ad
254,1871,8,ad
254,171,17,ad
254,584,13,ad
254,2924,9,ad
254,1470,14,ad
254,1210,3,ad
254,251,9,ad
254,2039,14,ad
254,1396,9,ad
254,230,4,ad
254,252,1,ad
254,2245,1,ad
254,1566,9,ad
254,1525,4,ad
254,1250,14,ad
254,924,5,ad
254,255,2,ad
254,1622,2,ad
254,1540,1,ad
254,257,1,ad
254,2072,4,ad
254,678,8,ad
254,1867,22,ad
254,1180,7,ad
254,256,21,ad
254,107,11,ad
254,918,1,ad
254,2023,28,ad
254,560,1,ad
254,1248,19,ad
254,1762,9,ad
254,2106,2,ad
254,910,4,ad
254,1456,27,ad
254,1351,21,ad
254,1534,1,ad
254,253,21,ad
254,1395,32,ad
254,2144,14,ad
254,915,13,ad
254,964,1,ad
254,1632,1,ad
254,263,4,ad
254,2699,7,ad
254,203,1,ad
254,1246,3,ad
254,963,31,ad
254,1299,14,ad
254,2151,1,ad
254,1055,19,ad
254,2350,5,ad
254,2197,8,ad
254,1300,11,ad
254,1736,1,ad
254,591,20,ad
254,415,1,ad
254,1131,3,ad
255,915,1,da
255,143,1,da
255,688,1,da
255,1394,1,da
255,164,1,da
255,689,1,da
255,1395,1,da
255,1396,2,da
255,690,1,da
255,1397,1,da
255,1269,2,da
255,1270,1,da
255,262,1,da
255,691,1,da
255,1398,1,da
255,584,1,da
255,1399,1,da
255,30,1,dd
255,2245,1,dd
255,2805,1,dd
255,1304,2,dd
255,505,1,dd
255,2729,1,dd
255,255,1,dd
255,258,1,aa
255,165,2,aa
255,1299,3,aa
255,107,10,aa
255,721,1,aa
255,162,1,aa
255,1361,1,aa
255,195,1,aa
255,1464,1,aa
255,2203,1,aa
255,1270,1,aa
255,1987,1,aa
255,109,1,aa
255,110,1,aa
255,368,1,aa
255,366,1,aa
255,1470,4,aa
255,557,1,aa
255,1714,1,aa
255,1250,1,aa
255,2144,1,aa
255,595,5,aa
255,1008,2,aa
255,915,1,aa
255,168,2,aa
255,884,5,aa
255,716,4,aa
255,1016,2,aa
255,594,6,aa
255,147,1,aa
255,119,4,aa
255,635,1,aa
255,581,3,aa
255,113,1,aa
255,159,2,aa
255,1396,6,aa
255,1676,1,aa
255,341,1,aa
255,2413,1,aa
255,975,4,aa
255,118,3,aa
255,1244,5,aa
255,1242,6,aa
255,518,2,aa
255,634,3,aa
255,1395,5,aa
255,695,1,aa
255,584,4,aa
255,686,2,aa
255,700,1,aa
255,143,1,aa
255,1132,4,aa
255,116,1,aa
255,204,1,aa
255,198,1,aa
255,201,3,aa
255,923,1,aa
255,893,2,aa
255,791,1,aa
255,598,1,aa
255,698,1,aa
255,256,2,aa
255,175,1,aa
255,172,2,aa
255,965,1,aa
255,161,2,aa
255,363,1,aa
255,1421,1,aa
255,1458,1,aa
255,1301,4,aa
255,254,4,ad
255,2883,1,ad
255,611,1,ad
255,101,3,ad
255,1058,1,ad
255,1694,1,ad
255,1871,1,ad
255,2805,7,ad
255,130,2,ad
255,171,2,ad
255,1337,1,ad
255,2924,1,ad
255,154,3,ad
255,2394,1,ad
255,251,3,ad
255,515,2,ad
255,1562,1,ad
255,104,1,ad
255,336,1,ad
255,172,3,ad
255,105,2,ad
255,138,2,ad
255,2245,1,ad
255,118,1,ad
255,1073,2,ad
255,924,1,ad
255,1759,1,ad
255,1227,1,ad
255,2292,1,ad
255,678,1,ad
255,192,1,ad
255,918,2,ad
255,598,1,ad
255,2467,1,ad
255,1212,2,ad
255,1298,1,ad
255,1762,1,ad
255,576,2,ad
255,2144,1,ad
255,203,7,ad
255,997,1,ad
255,2433,1,ad
255,1299,5,ad
255,1055,2,ad
255,917,1,ad
255,209,1,ad
255,744,1,ad
255,1268,2,ad
255,2413,1,ad
256,252,1,da
256,627,1,dd
256,678,1,dd
256,1300,1,dd
256,1243,1,dd
256,107,3,aa
256,1270,1,aa
256,924,1,aa
256,595,1,aa
256,1471,1,aa
256,1008,1,aa
256,915,2,aa
256,261,1,aa
256,255,1,aa
256,584,1,aa
256,692,1,aa
256,1132,2,aa
256,923,1,aa
256,1422,1,aa
256,1394,1,aa
256,166,1,aa
256,1057,1,aa
256,687,1,aa
256,1338,2,aa
256,160,1,aa
256,138,3,aa
256,262,10,aa
256,1521,1,aa
256,2045,1,ad
256,190,3,ad
256,519,2,ad
256,1315,1,ad
256,627,1,ad
256,896,2,ad
256,1871,2,ad
256,2805,1,ad
256,130,2,ad
256,1337,1,ad
256,1210,2,ad
256,154,2,ad
256,251,1,ad
256,687,1,ad
256,1396,2,ad
256,1110,1,ad
256,1562,5,ad
256,1601,8,ad
256,513,3,ad
256,172,10,ad
256,138,4,ad
256,1073,11,ad
256,1525,2,ad
256,1250,6,ad
256,924,10,ad
256,255,6,ad
256,1132,1,ad
256,1543,2,ad
256,257,5,ad
256,1398,5,ad
256,337,16,ad
256,1698,7,ad
256,1070,1,ad
256,214,1,ad
256,1665,1,ad
256,1427,1,ad
256,253,3,ad
256,1856,1,ad
256,915,1,ad
256,1457,3,ad
256,686,3,ad
256,963,2,ad
256,1031,3,ad
256,1809,1,ad
256,1268,4,ad
256,589,7,ad
256,199,5,ad
256,335,4,ad
256,1422,1,ad
256,591,7,ad
256,149,6,ad
256,1131,15,ad
257,2002,3,aa
257,2072,4,aa
257,2628,1,aa
257,2368,1,aa
257,1469,1,aa
257,1295,2,ad
257,1568,1,ad
257,959,1,ad
257,1205,1,ad
257,1523,2,ad
257,1468,1,ad
257,1423,1,ad
257,2105,2,ad
257,2156,1,ad
257,2043,2,ad
257,1515,1,ad
257,1780,1,ad
257,2409,1,ad
257,2352,3,ad
257,1475,5,ad
257,1638,1,ad
257,2569,1,ad
257,2344,1,ad
258,514,1,da
258,1474,1,da
258,1470,1,dd
258,2283,1,dd
258,1012,1,dd
258,1698,1,dd
258,1250,2,dd
258,2699,1,dd
258,255,2,dd
258,1214,1,dd
258,257,1,dd
258,103,2,aa
258,155,3,aa
258,258,1,aa
258,192,1,aa
258,104,11,aa
258,107,15,aa
258,105,2,aa
258,162,4,aa
258,174,3,aa
258,199,3,aa
258,1464,6,aa
258,732,1,aa
258,1987,1,aa
258,591,2,aa
258,197,6,aa
258,240,3,aa
258,581,1,aa
258,341,2,aa
258,255,10,aa
258,513,10,aa
258,700,4,aa
258,692,4,aa
258,190,2,aa
258,204,10,aa
258,170,2,aa
258,337,7,aa
258,698,1,aa
258,100,8,aa
258,172,2,aa
258,792,3,aa
258,1338,1,aa
258,262,5,aa
258,1464,1,ad
258,698,1,ad
258,1576,8,ad
258,750,2,ad
258,190,2,ad
258,692,2,ad
258,2883,13,ad
258,100,10,ad
258,338,3,ad
258,1712,3,ad
258,2202,2,ad
258,2351,7,ad
258,611,3,ad
258,2060,17,ad
258,1834,4,ad
258,728,1,ad
258,162,3,ad
258,2166,5,ad
258,1197,1,ad
258,339,5,ad
258,1871,1,ad
258,99,2,ad
258,1462,11,ad
258,2066,13,ad
258,1210,1,ad
258,251,2,ad
258,515,2,ad
258,332,3,ad
258,230,8,ad
258,156,3,ad
258,1657,20,ad
258,1718,12,ad
258,569,4,ad
258,219,1,ad
258,231,6,ad
258,657,4,ad
258,158,11,ad
258,1196,3,ad
258,704,4,ad
258,222,13,ad
258,107,1,ad
258,2144,3,ad
258,203,5,ad
258,715,16,ad
258,1637,3,ad
258,566,5,ad
258,633,3,ad
258,1007,4,ad
258,2151,3,ad
258,2350,2,ad
258,1009,6,ad
258,2406,2,ad
258,237,21,ad
258,2422,12,ad
258,2250,3,ad
258,1890,1,ad
258,2646,6,ad
258,2790,16,ad
258,155,16,ad
258,193,5,ad
258,2884,1,ad
258,710,4,ad
258,259,2,ad
259,157,3,da
259,1616,1,dd
259,1743,1,dd
259,143,1,dd
259,703,1,aa
259,236,1,aa
259,710,2,aa
259,2376,1,aa
259,225,1,aa
259,2154,1,aa
259,1851,1,aa
259,345,4,aa
259,745,1,aa
259,1444,2,aa
259,952,1,ad
259,594,3,ad
259,338,3,ad
259,2284,1,ad
259,1825,1,ad
259,339,4,ad
259,675,4,ad
259,1713,1,ad
259,712,3,ad
259,2412,1,ad
259,1349,4,ad
259,343,7,ad
259,705,1,ad
259,1527,1,ad
259,940,1,ad
259,748,1,ad
259,1657,1,ad
259,1010,1,ad
259,1637,3,ad
259,747,1,ad
259,1278,1,ad
259,2254,1,ad
259,1592,7,ad
259,2297,2,ad
260,333,1,da
260,1244,1,da
260,159,1,da
260,1395,1,da
260,1396,1,da
260,2811,1,dd
260,107,2,aa
260,1298,1,aa
260,168,1,aa
260,159,1,aa
260,1396,3,aa
260,975,1,aa
260,1244,2,aa
260,1242,2,aa
260,207,2,aa
260,255,2,aa
260,518,1,aa
260,1395,7,aa
260,143,4,aa
260,198,1,aa
260,201,1,aa
260,2214,2,aa
260,133,1,aa
260,2699,1,aa
260,1421,1,aa
260,1182,4,aa
260,1458,2,aa
260,1301,1,aa
260,691,1,aa
260,519,1,ad
260,611,1,ad
260,2805,1,ad
260,1713,2,ad
260,251,2,ad
260,562,2,ad
260,791,1,ad
260,118,3,ad
260,1073,1,ad
260,1566,4,ad
260,1250,4,ad
260,337,1,ad
260,2419,1,ad
260,2366,2,ad
260,1268,1,ad
260,1602,1,ad
260,1131,1,ad
261,107,2,aa
261,105,1,aa
261,199,1,aa
261,924,1,aa
261,1852,1,aa
261,514,1,aa
261,148,1,aa
261,694,1,aa
261,595,1,aa
261,591,5,aa
261,576,2,aa
261,521,1,aa
261,142,1,aa
261,2394,1,aa
261,1180,1,aa
261,1853,2,aa
261,594,1,ad
261,254,2,ad
261,692,1,ad
261,100,2,ad
261,519,1,ad
261,258,2,ad
261,171,10,ad
261,675,1,ad
261,2924,7,ad
261,251,6,ad
261,1396,7,ad
261,1110,1,ad
261,2245,11,ad
261,742,1,ad
261,588,1,ad
261,2818,1,ad
261,174,1,ad
261,263,1,ad
261,1852,2,ad
261,591,8,ad
261,1715,1,ad
262,940,1,aa
262,856,1,aa
262,1464,1,aa
262,596,1,aa
262,1270,1,aa
262,924,1,aa
262,514,1,aa
262,595,2,aa
262,597,2,aa
262,376,2,aa
262,568,1,aa
262,261,1,aa
262,584,3,aa
262,1457,2,aa
262,923,1,aa
262,252,9,aa
262,593,1,aa
262,1269,2,aa
262,916,1,aa
262,628,4,aa
262,256,9,aa
262,254,5,aa
262,2753,1,aa
262,1338,4,aa
262,363,1,aa
262,160,2,aa
262,140,1,aa
262,1337,1,aa
262,423,1,aa
262,1180,7,aa
262,2045,2,ad
262,594,3,ad
262,254,2,ad
262,519,2,ad
262,258,9,ad
262,2805,1,ad
262,171,12,ad
262,584,1,ad
262,2924,7,ad
262,1470,10,ad
262,251,2,ad
262,2039,1,ad
262,1396,21,ad
262,791,1,ad
262,2245,2,ad
262,1073,1,ad
262,588,1,ad
262,1566,2,ad
262,1525,2,ad
262,1250,6,ad
262,924,3,ad
262,255,2,ad
262,1234,2,ad
262,1471,1,ad
262,1698,2,ad
262,2380,1,ad
262,772,1,ad
262,1427,1,ad
262,624,2,ad
262,385,1,ad
262,2528,3,ad
262,964,1,ad
262,2170,1,ad
262,263,10,ad
262,2177,2,ad
262,589,1,ad
262,591,18,ad
262,1131,2,ad
263,508,1,da
263,1337,1,da
263,1338,1,da
263,582,1,da
263,30,1,dd
263,968,1,dd
263,164,2,dd
263,591,1,dd
263,2045,3,aa
263,940,1,aa
263,1987,3,aa
263,375,3,aa
263,1195,2,aa
263,591,4,aa
263,253,1,aa
263,1535,1,aa
263,627,3,ad
263,896,11,ad
263,252,17,ad
263,244,1,ad
263,2002,8,ad
263,678,13,ad
263,546,1,ad
263,1746,9,ad
263,256,2,ad
263,1186,9,ad
263,345,1,ad
263,1351,1,ad
263,1534,4,ad
263,253,3,ad
263,1299,1,ad
263,1055,3,ad
263,2100,2,ad
264,264,1,da
264,265,3,da
264,266,3,da
264,267,1,da
264,265,5,dd
264,2206,3,dd
264,266,5,dd
264,1364,1,dd
264,264,1,dd
264,1080,5,dd
264,268,3,dd
264,994,2,dd
264,267,1,dd
264,2277,1,dd
264,267,3,aa
264,265,9,aa
264,1948,1,aa
264,268,1,aa
264,266,2,aa
264,1039,1,aa
264,264,2,ad
264,993,3,ad
264,265,3,ad
264,2206,6,ad
264,1407,1,ad
264,1080,25,ad
264,1364,7,ad
264,266,21,ad
264,2277,1,ad
264,2692,3,ad
264,994,6,ad
264,1504,1,ad
264,268,10,ad
264,267,11,ad
265,264,4,da
265,267,1,da
265,268,2,da
265,265,3,dd
265,2206,4,dd
265,1407,17,dd
265,266,10,dd
265,1364,14,dd
265,264,9,dd
265,1080,7,dd
265,993,4,dd
265,994,5,dd
265,2692,9,dd
265,267,2,dd
265,264,27,aa
265,268,3,aa
265,266,3,aa
265,1039,3,aa
265,993,1,aa
265,264,13,ad
265,993,5,ad
265,2206,11,ad
265,1407,12,ad
265,1080,29,ad
265,1364,17,ad
265,266,27,ad
265,2277,1,ad
265,2692,9,ad
265,994,10,ad
265,1504,6,ad
265,268,25,ad
265,267,5,ad
266,264,1,da
266,265,1,da
266,267,1,da
266,2206,3,dd
266,1407,1,dd
266,1364,5,dd
266,1080,3,dd
266,268,1,dd
266,993,5,dd
266,994,4,dd
266,2692,8,dd
266,2277,1,dd
266,268,3,aa
266,1391,1,aa
266,1365,1,aa
266,1081,1,aa
266,1407,3,aa
266,2212,1,aa
266,1254,1,aa
266,502,1,aa
266,936,1,aa
266,1363,1,aa
266,829,1,aa
266,758,1,aa
266,1221,2,aa
266,1043,1,aa
266,264,3,ad
266,763,1,ad
266,1221,5,ad
266,1080,14,ad
266,1364,3,ad
266,2277,2,ad
266,2692,2,ad
266,994,1,ad
266,268,2,ad
266,1269,1,ad
266,2694,1,ad
266,645,9,ad
266,87,1,ad
266,1848,1,ad
266,1397,1,ad
266,1111,14,ad
266,990,2,ad
266,2328,1,ad
266,2832,2,ad
266,1287,1,ad
266,830,1,ad
266,699,1,ad
266,1786,3,ad
266,1716,1,ad
266,521,2,ad
266,367,1,ad
266,1509,5,ad
266,1088,1,ad
266,150,4,ad
266,1710,2,ad
266,152,2,ad
266,1869,2,ad
267,266,1,dd
267,1364,1,dd
267,264,5,aa
267,265,1,aa
267,1039,2,aa
267,264,4,ad
267,265,1,ad
267,2206,1,ad
267,1407,1,ad
267,1080,1,ad
267,1364,5,ad
267,266,1,ad
267,2277,2,ad
267,2692,1,ad
267,994,2,ad
268,264,1,aa
268,266,9,aa
268,1364,10,aa
268,1391,2,aa
268,1039,1,aa
268,945,1,aa
268,1365,2,aa
268,1407,3,aa
268,2212,1,aa
268,806,1,aa
268,837,3,aa
268,1441,1,aa
268,993,2,ad
268,1221,1,ad
268,265,1,ad
268,2206,1,ad
268,1407,5,ad
268,1080,14,ad
268,1364,11,ad
268,266,5,ad
268,2277,2,ad
268,2692,2,ad
268,994,1,ad
268,1504,1,ad
268,793,1,ad
268,2075,1,ad
268,1269,1,ad
268,1776,1,ad
268,992,1,ad
268,1962,1,ad
268,1961,1,ad
268,919,1,ad
268,1288,1,ad
268,1472,1,ad
268,645,2,ad
268,1756,1,ad
268,2337,1,ad
268,87,1,ad
268,1111,1,ad
268,2328,4,ad
268,2832,2,ad
268,93,1,ad
268,1178,1,ad
268,1748,2,ad
268,1868,2,ad
269,270,2,aa
269,21,1,aa
269,276,1,aa
269,178,2,aa
269,22,1,aa
269,1368,1,aa
269,61,1,aa
269,54,2,aa
269,2341,4,ad
269,1204,10,ad
269,2447,1,ad
269,878,6,ad
269,877,7,ad
269,1510,10,ad
269,438,1,ad
269,2228,2,ad
269,1611,2,ad
269,432,1,ad
269,1668,3,ad
269,1894,1,ad
269,66,3,ad
269,50,9,ad
269,1047,1,ad
269,445,3,ad
269,85,1,ad
269,1899,3,ad
269,1642,5,ad
269,793,1,ad
269,2867,2,ad
269,25,2,ad
269,2335,11,ad
269,880,2,ad
269,833,1,ad
269,1372,3,ad
269,865,2,ad
269,1996,1,ad
269,2430,1,ad
269,2239,2,ad
269,863,2,ad
269,508,4,ad
269,1375,2,ad
269,447,2,ad
269,364,1,ad
269,434,1,ad
269,2856,2,ad
269,1480,1,ad
269,2803,4,ad
269,2395,1,ad
269,1371,1,ad
269,1373,1,ad
270,351,1,aa
270,270,2,aa
270,180,3,aa
270,433,1,aa
270,434,1,aa
270,181,1,aa
270,357,1,aa
270,445,1,aa
270,871,1,aa
270,879,5,ad
270,2341,9,ad
270,1204,9,ad
270,82,2,ad
270,2940,3,ad
270,867,2,ad
270,2763,1,ad
270,189,1,ad
270,176,11,ad
270,2055,4,ad
270,1997,5,ad
270,1510,4,ad
270,941,1,ad
270,438,3,ad
270,1703,2,ad
270,2228,2,ad
270,1709,1,ad
270,1611,3,ad
270,468,3,ad
270,1668,1,ad
270,379,5,ad
270,1894,2,ad
270,2412,1,ad
270,349,1,ad
270,2260,3,ad
270,2124,1,ad
270,50,1,ad
270,445,8,ad
270,1488,2,ad
270,1857,1,ad
270,1449,2,ad
270,1841,1,ad
270,1899,1,ad
270,1506,1,ad
270,1996,1,ad
270,1285,10,ad
270,2430,2,ad
270,1263,1,ad
270,433,3,ad
270,1041,1,ad
270,2809,2,ad
270,1260,1,ad
270,447,3,ad
270,1264,2,ad
270,2783,2,ad
270,1376,1,ad
270,2304,1,ad
270,1480,2,ad
270,2349,3,ad
270,1037,2,ad
270,1705,3,ad
270,876,4,ad
270,1630,3,ad
270,2948,1,ad
270,2134,1,ad
270,448,5,ad
270,1373,2,ad
270,2356,1,ad
271,9,2,dd
271,1800,1,dd
271,1257,1,aa
271,2937,2,aa
271,1487,1,aa
271,879,2,ad
271,416,2,ad
271,913,1,ad
271,877,6,ad
271,273,2,ad
