# source, target, count, etype
0,1,1,da
0,2,1,da
0,3,1,da
0,4,3,da
0,5,1,da
0,1295,1,dd
0,1411,1,dd
0,1560,1,dd
0,1228,1,dd
0,1568,2,ad
0,1887,2,ad
1,2668,1,aa
1,2108,2,aa
1,44,16,ad
1,2740,9,ad
1,2427,1,ad
1,2026,20,ad
1,2207,2,ad
1,1916,1,ad
1,1942,23,ad
1,4,1,ad
1,392,2,ad
2,1936,1,aa
2,382,6,aa
2,319,2,aa
2,959,2,ad
2,2098,1,ad
2,2353,8,ad
2,954,2,ad
2,0,1,ad
2,4,3,ad
2,389,28,ad
2,1563,1,ad
2,2708,13,ad
2,1680,2,ad
2,1419,1,ad
2,1121,8,ad
2,1038,11,ad
2,794,6,ad
2,2629,6,ad
2,961,12,ad
2,394,6,ad
2,1340,5,ad
2,1229,1,ad
2,1864,1,ad
2,319,1,ad
2,2086,1,ad
2,2861,2,ad
3,89,1,da
3,1228,1,da
3,2797,1,dd
3,1474,1,dd
3,77,1,aa
3,2265,3,aa
3,1963,1,aa
3,1957,1,aa
3,257,3,aa
3,3,1,aa
3,2072,2,aa
3,1726,1,aa
3,2418,1,aa
3,2797,4,aa
3,5,8,aa
3,1295,3,ad
3,1339,11,ad
3,0,2,ad
3,2043,1,ad
3,5,1,ad
3,1228,22,ad
3,2724,6,ad
3,1560,10,ad
3,2067,2,ad
3,514,1,ad
3,1482,1,ad
4,2265,1,aa
4,1957,2,aa
4,3,3,aa
4,5,4,aa
4,1559,4,aa
4,1295,1,ad
4,1339,3,ad
4,0,4,ad
4,1228,1,ad
4,2724,3,ad
4,1560,2,ad
4,720,1,ad
5,77,4,aa
5,2265,4,aa
5,73,1,aa
5,1957,1,aa
5,3,2,aa
5,1559,2,aa
5,4,8,aa
5,1295,3,ad
5,1339,3,ad
5,2298,1,ad
5,2266,3,ad
5,1228,5,ad
5,1582,1,ad
5,2068,2,ad
5,2724,1,ad
5,1560,2,ad
5,2067,5,ad
5,2569,1,ad
6,7,1,da
6,8,1,da
6,9,1,da
6,10,1,da
6,6,1,dd
6,1627,3,dd
6,874,2,dd
6,177,6,dd
6,189,3,dd
6,1991,1,dd
6,273,1,dd
6,180,2,dd
6,271,3,dd
6,471,1,dd
6,1527,2,dd
6,1306,1,dd
6,1804,1,dd
6,1678,1,dd
6,1326,1,dd
6,351,1,aa
6,55,1,aa
6,46,2,aa
6,48,3,aa
6,180,1,aa
6,357,1,aa
6,2821,1,aa
6,54,1,aa
6,425,3,ad
6,439,1,ad
6,348,1,ad
6,2341,3,ad
6,1199,4,ad
6,1204,1,ad
6,82,7,ad
6,354,2,ad
6,178,1,ad
6,53,3,ad
6,358,1,ad
6,56,4,ad
6,356,1,ad
6,2217,1,ad
6,867,1,ad
6,2055,1,ad
6,1611,9,ad
6,432,1,ad
6,468,1,ad
6,379,1,ad
6,444,2,ad
6,81,1,ad
6,85,1,ad
6,1677,2,ad
6,1979,1,ad
6,2580,2,ad
6,352,2,ad
6,429,1,ad
6,57,1,ad
6,431,1,ad
6,1256,3,ad
6,272,2,ad
6,21,3,ad
6,1628,1,ad
6,64,1,ad
6,1260,2,ad
7,878,1,aa
7,97,3,aa
7,1207,11,aa
7,186,1,aa
7,127,2,aa
7,951,4,aa
7,1015,1,aa
7,2880,1,aa
7,1562,1,aa
7,2863,1,aa
7,184,6,aa
7,1333,1,aa
7,1511,1,aa
7,952,4,ad
7,2138,4,ad
7,949,14,ad
7,348,1,ad
7,82,3,ad
7,2242,1,ad
7,426,1,ad
7,103,1,ad
7,716,1,ad
7,2400,1,ad
7,2736,1,ad
7,1048,1,ad
7,2752,1,ad
7,1380,1,ad
7,187,2,ad
7,951,1,ad
7,1332,15,ad
7,672,2,ad
7,585,2,ad
7,2902,2,ad
7,2107,1,ad
7,2365,4,ad
7,1207,3,ad
7,870,1,ad
7,184,1,ad
7,1527,1,ad
7,684,1,ad
7,91,2,ad
7,1305,6,ad
7,875,2,ad
7,1234,1,ad
7,2291,10,ad
7,1454,1,ad
7,1070,1,ad
7,1804,1,ad
7,1410,1,ad
7,854,8,ad
7,1801,1,ad
7,1249,1,ad
7,1202,2,ad
7,143,2,ad
7,874,1,ad
8,79,1,aa
8,1969,2,aa
8,473,1,aa
8,1389,1,aa
8,2937,8,aa
8,428,1,aa
8,426,8,aa
8,2794,1,aa
8,271,5,aa
8,949,1,aa
8,6,12,ad
8,10,6,ad
8,879,1,ad
8,949,2,ad
8,428,11,ad
8,416,20,ad
8,1306,43,ad
8,474,1,ad
8,189,4,ad
8,953,1,ad
8,1527,3,ad
8,2459,2,ad
8,1506,1,ad
8,899,1,ad
8,2126,1,ad
8,909,1,ad
8,2794,1,ad
8,469,2,ad
8,1900,2,ad
8,1991,11,ad
8,442,3,ad
8,1804,7,ad
8,2252,1,ad
8,271,7,ad
8,2937,3,ad
8,1678,3,ad
8,55,1,ad
8,1264,1,ad
8,2354,4,ad
8,2358,1,ad
8,874,3,ad
8,471,3,ad
8,276,1,ad
9,2592,1,dd
9,878,1,aa
9,97,4,aa
9,877,1,aa
9,1832,1,aa
9,1207,9,aa
9,185,1,aa
9,86,1,aa
9,62,1,aa
9,951,3,aa
9,949,6,aa
9,275,1,aa
9,2791,3,aa
9,857,1,aa
9,187,1,aa
9,2863,1,aa
9,184,5,aa
9,952,11,ad
9,2138,14,ad
9,6,2,ad
9,949,19,ad
9,82,1,ad
9,2736,2,ad
9,189,1,ad
9,187,2,ad
9,951,1,ad
9,2880,2,ad
9,1239,1,ad
9,1332,8,ad
9,2164,1,ad
9,675,2,ad
9,1627,2,ad
9,60,1,ad
9,870,1,ad
9,184,7,ad
9,2722,1,ad
9,188,1,ad
9,91,4,ad
9,1841,1,ad
9,1305,3,ad
9,875,4,ad
9,2126,2,ad
9,2291,8,ad
9,1804,1,ad
9,1410,1,ad
9,854,1,ad
9,94,1,ad
9,220,1,ad
9,2821,1,ad
10,8,1,aa
10,471,1,aa
10,2383,1,aa
10,6,6,ad
10,879,3,ad
10,1803,14,ad
10,416,2,ad
10,1306,1,ad
10,2880,1,ad
10,1627,1,ad
10,1793,1,ad
10,1506,1,ad
10,469,1,ad
10,177,5,ad
10,1096,1,ad
11,12,1,da
11,13,1,da
11,1556,3,aa
11,1517,1,aa
11,1861,1,aa
11,2084,1,aa
11,924,1,aa
11,1295,1,aa
11,2681,1,aa
11,376,1,aa
11,630,3,aa
11,1439,2,aa
11,1850,1,aa
11,2018,1,aa
11,900,2,aa
11,2046,3,aa
11,477,1,aa
11,2381,1,aa
11,1295,14,ad
11,541,5,ad
11,1515,1,ad
11,258,1,ad
11,2924,2,ad
11,1849,1,ad
11,2039,11,ad
11,792,1,ad
11,2041,10,ad
11,924,1,ad
11,1866,3,ad
11,1559,1,ad
11,2114,1,ad
11,1944,7,ad
11,2083,1,ad
11,2044,3,ad
11,1990,2,ad
11,626,5,ad
11,366,1,ad
11,895,1,ad
11,2569,1,ad
11,241,1,ad
11,30,1,ad
11,1687,9,ad
11,922,9,ad
11,2170,1,ad
11,686,2,ad
11,2147,2,ad
12,2922,2,aa
12,2762,3,aa
12,2171,3,aa
12,1780,1,aa
12,11,15,ad
13,2178,1,aa
13,2101,2,aa
13,2062,2,aa
13,2176,1,aa
13,477,1,aa
13,2316,3,aa
13,11,1,ad
13,2105,2,ad
13,37,1,ad
13,2103,3,ad
14,15,3,da
14,16,3,da
14,17,3,da
14,14,1,dd
14,1104,6,dd
14,1175,20,dd
14,2229,12,dd
14,2198,8,dd
14,1023,14,dd
14,1965,8,dd
14,16,22,dd
14,15,7,dd
14,1977,7,dd
14,1176,4,dd
14,14,1,aa
14,16,34,aa
14,15,20,aa
14,1941,4,aa
14,93,1,aa
14,1023,1,aa
14,15,6,ad
14,2198,11,ad
14,2229,6,ad
14,1175,7,ad
14,1977,4,ad
14,1023,22,ad
14,1965,6,ad
14,1104,9,ad
14,1176,31,ad
14,17,2,ad
14,1043,5,ad
14,1941,11,ad
15,14,1,da
15,15,1,da
15,16,3,da
15,17,4,da
15,14,2,dd
15,2229,1,dd
15,2198,4,dd
15,1023,4,dd
15,1965,1,dd
15,1977,3,dd
15,1176,2,dd
15,14,6,aa
15,16,17,aa
15,15,1,aa
15,17,2,aa
15,16,1,ad
15,2198,1,ad
15,2229,4,ad
15,1175,6,ad
15,1977,3,ad
15,1023,18,ad
15,1965,2,ad
15,1176,8,ad
15,17,5,ad
15,1043,1,ad
16,1175,1,dd
16,14,25,aa
16,16,1,aa
16,15,24,aa
16,1941,4,aa
16,1023,4,aa
16,15,8,ad
16,2198,7,ad
16,2229,3,ad
16,14,3,ad
16,1175,5,ad
16,1977,7,ad
16,1023,21,ad
16,1965,6,ad
16,1104,6,ad
16,1176,44,ad
16,17,10,ad
16,1043,3,ad
16,1941,6,ad
16,987,1,ad
17,1175,1,dd
17,15,1,dd
17,1770,1,dd
17,15,2,aa
17,1770,1,ad
17,16,3,ad
17,15,1,ad
17,2229,1,ad
17,1175,2,ad
17,1023,2,ad
17,1965,1,ad
18,19,1,da
18,20,1,da
18,21,1,da
18,22,1,da
18,23,1,da
18,2592,2,dd
18,909,1,dd
18,2127,1,dd
18,435,3,dd
18,416,1,dd
18,1506,1,dd
18,22,1,dd
18,2208,1,aa
18,22,2,aa
18,428,1,ad
18,1626,3,ad
18,435,13,ad
18,793,8,ad
18,1629,1,ad
18,1506,5,ad
18,25,3,ad
18,2127,2,ad
18,2335,1,ad
18,275,2,ad
18,1891,1,ad
18,909,3,ad
18,1265,2,ad
18,2947,2,ad
18,2948,3,ad
18,2819,1,ad
19,24,1,da
19,25,1,da
19,97,1,dd
19,273,2,dd
19,180,2,dd
19,428,1,dd
19,833,1,dd
19,2869,1,dd
19,1898,1,dd
19,269,2,dd
19,2306,1,dd
19,909,1,dd
19,877,2,dd
19,1711,1,dd
19,181,2,dd
19,1689,1,dd
19,273,1,aa
19,1488,1,aa
19,2208,1,aa
19,18,2,aa
19,19,1,aa
19,1442,1,aa
19,1900,2,aa
19,22,1,aa
19,1708,3,aa
19,426,2,aa
19,871,1,aa
19,20,2,aa
19,428,3,ad
19,416,1,ad
19,913,1,ad
19,877,1,ad
19,273,1,ad
19,180,5,ad
19,375,1,ad
19,1257,1,ad
19,1706,1,ad
19,435,1,ad
19,181,3,ad
19,1642,2,ad
19,793,5,ad
19,2867,1,ad
19,269,1,ad
19,1629,6,ad
19,836,5,ad
19,25,3,ad
19,1983,1,ad
19,899,2,ad
19,2127,1,ad
19,2335,1,ad
19,275,3,ad
19,1891,3,ad
19,1372,1,ad
19,1265,2,ad
19,22,1,ad
19,2592,1,ad
19,1708,1,ad
19,177,1,ad
19,2290,4,ad
19,470,2,ad
19,2803,1,ad
19,1858,1,ad
19,2395,1,ad
19,2819,1,ad
19,2869,2,ad
20,49,1,da
20,178,2,dd
20,351,1,dd
20,2201,1,dd
20,21,1,dd
20,1266,1,dd
20,857,2,dd
20,358,3,dd
20,48,1,dd
20,57,1,dd
20,2346,1,dd
20,1611,1,dd
20,2281,3,dd
20,186,1,dd
20,438,1,dd
20,1454,2,dd
20,127,1,dd
20,855,1,dd
20,25,1,aa
20,21,1,aa
20,1679,1,aa
20,1627,5,ad
20,1257,2,ad
20,1706,1,ad
20,1626,1,ad
20,435,1,ad
20,1899,2,ad
20,181,1,ad
20,793,5,ad
20,2306,2,ad
20,2335,6,ad
20,1891,1,ad
20,1372,2,ad
20,1263,5,ad
20,1368,2,ad
20,1898,1,ad
20,2290,2,ad
20,2803,2,ad
20,2395,2,ad
21,18,1,aa
21,276,1,aa
21,356,1,aa
21,22,1,aa
21,66,1,aa
21,1996,1,aa
21,1368,1,aa
21,20,1,aa
21,428,1,ad
21,2341,1,ad
21,1204,9,ad
21,2447,2,ad
21,355,2,ad
21,878,5,ad
21,913,1,ad
21,877,6,ad
21,1982,2,ad
21,1510,14,ad
21,438,1,ad
21,2228,2,ad
21,432,2,ad
21,1668,1,ad
21,66,2,ad
21,50,10,ad
21,445,6,ad
21,1706,1,ad
21,435,1,ad
21,1899,3,ad
21,1904,3,ad
21,181,3,ad
21,1642,1,ad
21,793,4,ad
21,1629,3,ad
21,2335,6,ad
21,880,1,ad
21,909,2,ad
21,833,5,ad
21,865,1,ad
21,1265,1,ad
21,2239,1,ad
21,863,1,ad
21,508,6,ad
21,1368,2,ad
21,1375,1,ad
21,21,1,ad
21,1688,4,ad
21,447,3,ad
21,434,1,ad
21,2856,1,ad
21,1898,1,ad
21,2803,4,ad
21,1630,1,ad
21,2395,2,ad
21,1371,1,ad
22,19,1,aa
22,833,1,aa
22,1707,1,aa
22,879,7,ad
22,428,6,ad
22,1306,9,ad
22,913,1,ad
22,1627,1,ad
22,180,3,ad
22,1689,4,ad
22,2459,1,ad
22,1626,2,ad
22,435,4,ad
22,793,5,ad
22,836,8,ad
22,1506,3,ad
22,899,1,ad
22,2126,7,ad
22,2262,11,ad
22,2794,1,ad
22,182,11,ad
22,1264,6,ad
22,898,1,ad
22,1898,2,ad
22,2354,2,ad
22,1858,2,ad
23,471,1,dd
23,1368,1,dd
23,1306,1,dd
23,1804,1,dd
23,909,1,dd
23,416,2,dd
23,2355,1,dd
23,1257,1,dd
23,22,1,dd
23,876,2,dd
23,8,2,aa
23,79,2,aa
23,55,2,aa
23,1257,1,aa
23,833,3,aa
23,426,1,aa
23,271,2,aa
23,2262,1,aa
23,2800,2,aa
23,1904,1,aa
23,1629,1,aa
23,10,1,ad
23,879,3,ad
23,1306,2,ad
23,19,3,ad
23,189,2,ad
23,675,1,ad
23,877,3,ad
23,1627,2,ad
23,273,2,ad
23,180,2,ad
23,875,2,ad
23,1257,4,ad
23,181,1,ad
23,793,1,ad
23,269,1,ad
23,1983,2,ad
23,2306,3,ad
23,2127,2,ad
23,2335,2,ad
23,275,1,ad
23,909,4,ad
23,833,4,ad
23,2794,2,ad
23,469,3,ad
23,1991,2,ad
23,442,2,ad
23,1804,5,ad
23,1368,1,ad
23,1410,1,ad
23,2937,1,ad
23,55,3,ad
23,898,1,ad
23,177,1,ad
23,1898,1,ad
23,2290,1,ad
23,1705,2,ad
23,876,1,ad
23,472,2,ad
23,18,5,ad
23,2583,1,ad
23,2382,1,ad
24,46,2,da
24,8,5,da
24,78,2,da
24,60,1,da
24,63,1,da
24,79,2,da
24,47,1,dd
24,2173,2,dd
24,2071,1,dd
24,2326,1,aa
24,19,1,ad
24,1257,1,ad
25,19,3,da
25,269,1,da
25,270,1,da
25,178,1,da
25,271,1,da
25,55,2,da
25,272,1,da
25,273,3,da
25,20,4,da
25,21,2,da
25,274,1,da
25,275,1,da
25,276,1,da
25,1858,2,dd
25,180,2,dd
25,833,1,dd
25,899,1,dd
25,1372,2,dd
25,2869,1,dd
25,18,1,dd
25,836,1,dd
25,1708,1,dd
25,2335,2,dd
25,1265,1,dd
25,2127,1,dd
25,275,2,dd
25,435,1,dd
25,913,1,dd
25,470,4,dd
25,2947,2,dd
25,2395,2,dd
25,1630,1,dd
25,1706,2,dd
25,274,1,aa
25,2262,1,aa
25,871,1,aa
25,2326,4,aa
25,20,2,aa
25,428,8,ad
25,416,3,ad
25,97,1,ad
25,913,2,ad
25,877,4,ad
25,273,5,ad
25,180,5,ad
25,184,1,ad
25,1488,1,ad
25,1257,8,ad
25,435,2,ad
25,181,1,ad
25,1283,4,ad
25,1506,3,ad
25,899,4,ad
25,2306,2,ad
25,2127,3,ad
25,2262,3,ad
25,275,2,ad
25,909,1,ad
25,833,1,ad
25,1372,1,ad
25,54,2,ad
25,2794,1,ad
25,423,1,ad
25,1708,1,ad
25,55,2,ad
25,177,4,ad
25,1898,1,ad
25,276,3,ad
25,470,1,ad
25,876,1,ad
25,2395,1,ad
25,2356,2,ad
25,2359,1,ad
25,2583,1,ad
26,27,5,da
26,28,1,da
26,736,6,dd
26,518,4,dd
26,1137,1,dd
26,1909,3,dd
26,1090,1,dd
26,1360,2,dd
26,1123,1,dd
26,1125,1,dd
26,1071,1,dd
26,1247,1,dd
26,888,1,dd
26,1090,1,aa
26,532,3,aa
26,1075,1,aa
26,1646,5,aa
26,415,2,aa
26,1246,5,aa
26,1255,2,aa
26,1073,1,aa
26,30,1,aa
26,572,3,aa
26,1091,1,aa
26,1341,2,aa
26,1124,3,aa
26,1093,1,aa
26,1249,3,aa
26,2005,2,aa
26,1137,1,aa
26,559,1,aa
26,31,1,aa
26,1123,7,aa
26,1135,1,aa
26,36,1,aa
26,535,1,aa
26,646,2,aa
26,1481,2,aa
26,1136,3,aa
26,1566,1,aa
26,1331,2,aa
26,989,1,aa
26,610,1,aa
26,171,1,aa
26,895,2,aa
26,1499,1,aa
26,888,2,aa
26,1310,2,aa
26,1456,4,aa
26,565,1,aa
26,891,1,aa
26,536,2,aa
26,430,1,aa
26,1250,1,aa
26,537,1,aa
26,1030,1,aa
26,1360,1,aa
26,816,1,aa
26,701,1,aa
26,1011,1,aa
26,1024,1,aa
26,1307,2,aa
26,1395,1,aa
26,599,3,ad
26,27,2,ad
26,1068,3,ad
26,2072,1,ad
26,1243,4,ad
26,647,2,ad
26,884,1,ad
26,602,2,ad
26,1167,1,ad
26,601,2,ad
26,636,6,ad
26,635,2,ad
26,163,1,ad
27,29,1,da
27,30,4,da
27,31,1,da
27,634,1,dd
27,647,1,dd
27,884,2,dd
27,27,1,aa
27,1343,2,aa
27,38,7,aa
27,498,7,aa
27,839,4,aa
27,408,3,aa
27,33,4,aa
27,534,1,aa
27,554,10,aa
27,2410,2,aa
27,1174,2,aa
27,539,1,aa
27,28,1,aa
27,420,2,aa
27,810,1,aa
27,996,6,aa
27,35,2,aa
27,538,4,aa
27,669,5,aa
27,531,9,aa
27,1173,9,aa
27,1580,1,aa
27,1090,9,ad
27,1093,8,ad
27,1909,8,ad
27,701,10,ad
27,1334,8,ad
27,1646,11,ad
27,571,4,ad
27,1307,5,ad
27,1075,9,ad
27,1336,10,ad
27,561,4,ad
27,608,2,ad
27,989,6,ad
27,1331,8,ad
27,1091,6,ad
27,534,2,ad
27,1123,2,ad
27,217,1,ad
27,1076,8,ad
27,1247,7,ad
27,36,3,ad
27,1481,6,ad
27,1011,3,ad
27,815,3,ad
27,1310,5,ad
27,1360,9,ad
27,1137,11,ad
27,535,2,ad
27,1030,7,ad
27,1026,1,ad
27,537,9,ad
27,605,6,ad
27,646,11,ad
27,430,5,ad
27,736,8,ad
27,891,6,ad
27,1024,10,ad
27,1499,2,ad
27,1092,6,ad
27,1341,9,ad
27,1125,1,ad
27,32,4,ad
27,1362,2,ad
27,559,2,ad
27,573,1,ad
27,607,5,ad
27,532,4,ad
27,530,6,ad
27,1655,6,ad
27,26,11,ad
27,1135,6,ad
27,34,1,ad
27,1028,3,ad
27,1124,8,ad
27,1216,2,ad
27,2005,1,ad
27,1027,5,ad
27,1136,10,ad
27,649,1,ad
27,31,2,ad
27,1245,3,ad
27,565,3,ad
27,567,2,ad
27,1071,1,ad
27,536,3,ad
27,1072,2,ad
27,816,2,ad
27,518,14,ad
27,1025,6,ad
27,1342,12,ad
27,1255,7,ad
27,888,5,ad
28,277,1,dd
28,405,6,dd
28,550,11,dd
28,552,10,dd
28,330,2,dd
28,826,1,dd
28,390,1,dd
28,374,1,aa
28,1105,1,aa
28,93,2,aa
28,1178,1,aa
28,539,3,aa
28,1064,2,aa
28,1090,7,ad
28,1093,7,ad
28,1909,6,ad
28,1075,2,ad
28,1336,1,ad
28,989,11,ad
28,1091,1,ad
28,534,30,ad
28,1123,5,ad
28,1179,1,ad
28,2251,1,ad
28,110,1,ad
28,1420,1,ad
28,116,2,ad
28,1311,2,ad
28,2236,1,ad
28,696,1,ad
28,852,3,ad
28,1623,1,ad
28,1360,1,ad
28,535,12,ad
28,1030,11,ad
28,736,1,ad
28,548,1,ad
28,248,6,ad
28,1557,6,ad
28,1062,3,ad
28,371,1,ad
28,109,3,ad
28,1261,1,ad
28,1094,1,ad
28,454,5,ad
28,364,1,ad
28,1335,3,ad
28,573,1,ad
28,500,4,ad
28,532,11,ad
28,530,4,ad
28,796,1,ad
28,1747,1,ad
28,864,3,ad
28,215,4,ad
28,2237,3,ad
28,843,5,ad
28,503,5,ad
29,547,1,dd
29,606,1,dd
29,605,1,dd
29,1090,1,aa
29,32,1,aa
29,195,3,aa
29,415,2,aa
29,1212,1,aa
29,1246,2,aa
29,1255,1,aa
29,1073,1,aa
29,30,4,aa
29,1091,3,aa
29,1341,3,aa
29,2528,3,aa
29,1093,1,aa
29,2005,1,aa
29,1125,3,aa
29,31,5,aa
29,1247,2,aa
29,1123,1,aa
29,963,4,aa
29,1026,1,aa
29,1028,2,aa
29,693,1,aa
29,1012,1,aa
29,561,2,aa
29,1481,1,aa
29,1245,1,aa
29,640,6,aa
29,1362,2,aa
29,610,2,aa
29,571,2,aa
29,1714,4,aa
29,171,3,aa
29,608,5,aa
29,670,1,aa
29,606,52,aa
29,1499,5,aa
29,607,10,aa
29,1216,3,aa
29,888,1,aa
29,565,4,aa
29,891,2,aa
29,1312,1,aa
29,815,1,aa
29,534,5,aa
29,536,3,aa
29,34,14,aa
29,649,4,aa
29,1298,1,aa
29,430,3,aa
29,567,3,aa
29,611,5,aa
29,1250,7,aa
29,537,1,aa
29,605,2,aa
29,1334,2,aa
29,2144,1,aa
29,601,3,aa
29,604,3,aa
29,635,1,aa
29,2799,1,aa
29,1242,1,aa
29,816,1,aa
29,513,1,aa
29,1342,1,aa
29,1074,2,aa
29,599,57,ad
29,27,3,ad
29,1763,1,ad
29,2166,2,ad
29,1068,13,ad
29,721,13,ad
29,147,1,ad
29,1008,9,ad
29,192,8,ad
29,1243,14,ad
29,2710,1,ad
29,647,17,ad
29,884,12,ad
29,736,2,ad
29,602,4,ad
29,560,3,ad
29,1167,3,ad
29,1074,1,ad
29,601,10,ad
29,112,3,ad
29,700,5,ad
29,1014,3,ad
29,636,15,ad
29,635,9,ad
29,1249,3,ad
29,1351,2,ad
29,576,1,ad
29,1242,2,ad
29,1395,2,ad
29,2144,1,ad
29,1299,1,ad
29,604,5,ad
29,665,4,ad
29,518,1,ad
30,1090,5,aa
30,532,6,aa
30,195,1,aa
30,653,7,aa
30,1255,3,aa
30,1072,4,aa
30,530,1,aa
30,26,3,aa
30,1341,1,aa
30,1093,2,aa
30,1027,2,aa
30,1137,2,aa
30,559,8,aa
30,1092,6,aa
30,31,5,aa
30,1026,5,aa
30,1028,1,aa
30,36,2,aa
30,561,2,aa
30,1481,4,aa
30,1245,4,aa
30,640,5,aa
30,1136,1,aa
30,1331,1,aa
30,1362,8,aa
30,989,1,aa
30,573,6,aa
30,571,6,aa
30,608,4,aa
30,1025,3,aa
30,1499,2,aa
30,607,5,aa
30,1310,1,aa
30,565,4,aa
30,891,4,aa
30,815,1,aa
30,534,3,aa
30,29,3,aa
30,536,3,aa
30,649,9,aa
30,430,3,aa
30,567,1,aa
30,605,11,aa
30,1334,1,aa
30,1030,3,aa
30,1360,5,aa
30,1242,2,aa
30,816,5,aa
30,701,1,aa
30,1342,2,aa
30,771,2,aa
30,821,4,aa
30,650,2,aa
30,638,1,aa
30,906,4,aa
30,652,1,aa
30,643,2,aa
30,759,1,aa
30,1024,3,aa
30,786,5,aa
30,1518,4,aa
30,1130,2,aa
30,141,1,aa
30,775,1,aa
30,1344,2,aa
30,779,4,aa
30,889,1,aa
30,641,4,aa
30,973,7,aa
30,885,4,aa
30,1054,2,aa
30,887,10,aa
30,666,2,aa
30,1395,1,aa
30,1053,5,aa
30,639,1,aa
30,1671,3,aa
30,1570,1,aa
30,890,3,aa
30,1579,3,aa
30,1129,3,aa
30,1573,3,aa
30,1085,5,aa
30,642,3,aa
30,820,1,aa
30,1128,5,aa
30,1406,1,aa
30,645,3,aa
30,1126,1,aa
30,1308,2,aa
30,1477,2,aa
30,947,1,aa
30,782,2,aa
30,612,2,aa
30,1612,1,aa
30,637,3,aa
30,892,1,aa
30,609,2,aa
30,948,2,aa
30,1569,1,aa
30,1565,2,aa
30,1585,1,aa
30,1052,1,aa
30,1607,1,aa
30,27,5,ad
30,668,3,ad
30,647,4,ad
30,884,48,ad
30,601,2,ad
30,604,2,ad
30,1055,1,ad
30,665,1,ad
30,634,33,ad
31,914,1,da
31,518,2,dd
31,532,3,dd
31,1336,1,dd
31,1310,1,dd
31,1646,3,dd
31,1245,1,dd
31,567,1,dd
31,1090,5,aa
31,532,2,aa
31,1909,1,aa
31,32,2,aa
31,415,4,aa
31,1246,6,aa
31,1072,1,aa
31,1073,10,aa
31,572,4,aa
31,26,1,aa
31,2528,3,aa
31,1124,3,aa
31,1093,1,aa
31,1249,2,aa
31,2005,1,aa
31,559,4,aa
31,1125,2,aa
31,1092,6,aa
31,963,3,aa
31,1026,7,aa
31,1028,1,aa
31,1135,3,aa
31,36,3,aa
31,535,7,aa
31,917,3,aa
31,2007,1,aa
31,1012,4,aa
31,561,4,aa
31,1245,1,aa
31,640,2,aa
31,1136,2,aa
31,1331,1,aa
31,1362,1,aa
31,989,2,aa
31,573,3,aa
31,610,2,aa
31,571,9,aa
31,1714,1,aa
31,171,2,aa
31,608,1,aa
31,1071,5,aa
31,606,5,aa
31,895,4,aa
31,1025,1,aa
31,1499,5,aa
31,607,8,aa
31,1216,6,aa
31,1456,6,aa
31,565,3,aa
31,1312,6,aa
31,815,5,aa
31,534,5,aa
31,29,11,aa
31,536,2,aa
31,34,3,aa
31,649,8,aa
31,430,3,aa
31,567,3,aa
31,611,2,aa
31,1250,1,aa
31,537,1,aa
31,605,2,aa
31,1334,3,aa
31,1030,1,aa
31,2144,4,aa
31,1248,1,aa
31,1243,1,aa
31,604,1,aa
31,636,1,aa
31,1360,2,aa
31,750,1,aa
31,1242,1,aa
31,816,2,aa
31,1342,3,aa
31,1011,3,aa
31,1411,1,aa
31,648,1,aa
31,1074,2,aa
31,1024,2,aa
31,1166,1,ad
31,599,25,ad
31,27,4,ad
31,2166,3,ad
31,1068,11,ad
31,721,2,ad
31,2072,7,ad
31,1008,3,ad
31,192,8,ad
31,1243,16,ad
31,647,10,ad
31,884,13,ad
31,602,15,ad
31,560,2,ad
31,1167,3,ad
31,601,9,ad
31,112,2,ad
31,700,3,ad
31,1014,4,ad
31,636,3,ad
31,557,9,ad
31,635,1,ad
31,1249,1,ad
31,1242,8,ad
31,604,4,ad
31,665,4,ad
31,634,4,ad
31,163,6,ad
32,27,2,da
32,33,1,da
32,34,1,da
32,35,1,da
32,736,5,dd
32,1137,1,dd
32,1909,2,dd
32,1090,1,dd
32,1336,1,dd
32,646,1,dd
32,536,1,dd
32,1091,1,dd
32,726,1,dd
32,888,1,dd
32,1030,1,dd
32,1090,2,aa
32,1909,1,aa
32,1075,2,aa
32,1076,1,aa
32,1246,7,aa
32,1255,2,aa
32,1336,4,aa
32,572,2,aa
32,26,1,aa
32,1341,3,aa
32,1124,2,aa
32,2005,9,aa
32,1137,2,aa
32,1125,1,aa
32,1247,2,aa
32,1123,6,aa
32,1450,1,aa
32,646,2,aa
32,1481,2,aa
32,1245,1,aa
32,640,3,aa
32,1136,2,aa
32,1566,2,aa
32,171,1,aa
32,888,2,aa
32,1655,6,aa
32,1310,4,aa
32,1456,1,aa
32,536,1,aa
32,1250,1,aa
32,1248,1,aa
32,1360,2,aa
32,1342,1,aa
32,27,2,ad
32,1068,1,ad
32,192,1,ad
32,647,1,ad
32,884,1,ad
32,1074,2,ad
32,601,3,ad
32,636,1,ad
32,557,1,ad
32,635,1,ad
32,604,1,ad
33,27,4,aa
33,382,1,aa
33,394,1,aa
33,279,1,aa
33,412,1,aa
33,1179,1,aa
33,214,2,aa
33,409,1,aa
33,556,1,aa
33,288,1,aa
33,1103,1,aa
33,523,2,aa
33,1647,2,aa
33,831,4,aa
33,944,6,aa
33,408,4,aa
33,389,1,aa
