# index, vids, hemisphere, homologue, cell_type, annotations, cluster, _pos
2565,15638968,right,15724385,sensory,gustatory-pharyngeal,16,"array([0.53256952, 1.02101706])"
2566,15639020,right,15717736,sensory,gustatory-pharyngeal,5,"array([0.57318741, 0.93917444])"
2567,15639171,right,16288872,sensory,gustatory-pharyngeal,5,"array([0.60045834, 0.97148209])"
2568,15639275,right,15725545,sensory,gustatory-pharyngeal,7,"array([0.29851734, 0.84238109])"
2569,15639294,left,7571966,DN-VNC,no official annotation,63,"array([0.64672211, 0.92467875])"
2570,15639548,right,3050645,sensory,gustatory-pharyngeal,11,"array([0.37082443, 0.96368079])"
2571,15640425,right,3032520,sensory,gustatory-pharyngeal,9,"array([0.50346278, 1.01013783])"
2572,15640548,right,15723479,sensory,gustatory-pharyngeal,9,"array([0.50645377, 1.03963035])"
2573,15640567,right,15728017,sensory,gustatory-pharyngeal,11,"array([0.45298305, 0.93213862])"
2574,15640724,right,15724175,sensory,gustatory-pharyngeal,21,"array([0.40637876, 1.0076697 ])"
2575,15641926,right,15723727,sensory,gustatory-pharyngeal,6,"array([0.56987182, 0.97498754])"
2576,15645825,right,15718275,sensory,gustatory-pharyngeal,6,"array([0.54526736, 0.94944741])"
2577,15651438,right,15673867,sensory,gustatory-external,4,"array([0.56086333, 0.91236424])"
2578,15653288,right,15677323,sensory,gustatory-external,3,"array([0.58830963, 0.91471629])"
2579,15653927,right,15715151,sensory,gustatory-external,6,"array([0.47246386, 0.82838577])"
2580,15655801,right,17360076,pre-DN-VNC,no official annotation,52,"array([0.7047701 , 0.84857825])"
2581,15656435,right,15677030,sensory,gustatory-external,5,"array([0.48364623, 0.84258014])"
2582,15658013,right,9808022,sensory,gustatory-external,6,"array([0.55175152, 0.95826919])"
2583,15669682,left,17658672,pre-DN-VNC,no official annotation,19,"array([0.73409997, 0.87260927])"
2584,15671481,right,15714173,sensory,gustatory-external,11,"array([0.37637932, 0.92656809])"
2585,15671848,right,15724636,sensory,gustatory-pharyngeal,7,"array([0.27072801, 0.8470879 ])"
2586,15672153,right,15727304,sensory,gustatory-pharyngeal,7,"array([0.28454376, 0.92624193])"
2587,15672263,right,17777031,DN-VNC,no official annotation,88,"array([0.66713736, 0.70999653])"
2588,15672957,right,3036249,sensory,gustatory-pharyngeal,11,"array([0.39077926, 0.94735215])"
2589,15673867,left,15651438,sensory,gustatory-external,4,"array([0.59032102, 0.90476044])"
2590,15674083,left,15611791,sensory,gustatory-external,13,"array([0.47815696, 0.7815426 ])"
2591,15675901,left,15615877,sensory,gustatory-external,11,"array([0.42371482, 0.96916076])"
2592,15676016,left,3058132,pre-DN-VNC,PL-7,52,"array([0.71534809, 0.85220635])"
2593,15677030,left,15656435,sensory,gustatory-external,5,"array([0.38320803, 0.82842682])"
2594,15677323,left,15653288,sensory,gustatory-external,3,"array([0.57705163, 0.90715483])"
2595,15678441,left,15611642,sensory,gustatory-external,13,"array([0.42685639, 0.80010315])"
2596,15678833,left,3562954,sensory,gustatory-external,11,"array([0.46146098, 0.92466851])"
2597,15678849,left,15618976,sensory,gustatory-external,7,"array([0.36298485, 0.92438903])"
2598,15679484,left,15610387,sensory,gustatory-external,24,"array([0.3466881, 0.8498022])"
2599,15679577,left,18625446,sensory,gustatory-external,3,"array([0.57267269, 0.90673485])"
2600,15680093,left,10934438,sensory,gustatory-external,4,"array([0.59222322, 0.94292384])"
2601,15680710,left,15629355,sensory,gustatory-external,13,"array([0.44033775, 0.78385328])"
2602,15686512,left,15615081,sensory,gustatory-external,5,"array([0.62764632, 0.92306211])"
2603,15688358,left,15588800,sensory,gustatory-external,4,"array([0.59227252, 0.91053168])"
2604,15688523,right,5675990,pre-DN-VNC,no official annotation,58,"array([0.6364694 , 0.80652078])"
2605,15690093,left,15615042,sensory,gustatory-external,3,"array([0.56367004, 0.89772228])"
2606,15690392,left,15615305,sensory,gustatory-external,24,"array([0.46635124, 0.76891424])"
2607,15690711,left,15762568,sensory,gustatory-external,7,"array([0.38122799, 0.72839224])"
2608,15698623,left,15594123,sensory,gustatory-external,7,"array([0.41444003, 0.96056408])"
2609,15699715,left,18833414,sensory,gustatory-external,9,"array([0.42936713, 1.00068676])"
2610,15700147,left,15743905,sensory,gustatory-external,7,"array([0.36183754, 0.98642748])"
2611,15711222,left,15607180,sensory,gustatory-external,9,"array([0.37009778, 0.85481096])"
2612,15711289,left,18679889,sensory,gustatory-external,7,"array([0.3941366 , 0.99704472])"
2613,15712024,left,15620606,sensory,gustatory-external,7,"array([0.35959907, 0.89611978])"
2614,15713206,left,15629888,sensory,gustatory-external,-1,"array([0.4454225 , 0.86601203])"
2615,15713374,left,15620432,sensory,gustatory-external,7,"array([0.39674823, 0.96215448])"
2616,15714173,left,15671481,sensory,gustatory-external,11,"array([0.43162106, 0.97452789])"
2617,15714330,left,15638742,sensory,gustatory-external,9,"array([0.38948496, 0.98646336])"
2618,15714845,left,15615475,sensory,gustatory-external,7,"array([0.41002294, 0.87186283])"
2619,15715151,left,15653927,sensory,gustatory-external,6,"array([0.48340698, 0.80584744])"
2620,15715796,left,15606918,sensory,gustatory-external,24,"array([0.4437593 , 0.77426984])"
2621,15716094,left,15589362,sensory,gustatory-external,5,"array([0.53481768, 0.92703024])"
2622,15716127,left,3071301,sensory,gustatory-external,4,"array([0.53525213, 0.91669402])"
2623,15716309,left,15736147,sensory,gustatory-external,4,"array([0.56826391, 0.91712354])"
2624,15717229,left,15629241,sensory,gustatory-external,7,"array([0.32369847, 0.9609771 ])"
2625,15717426,left,8810739,sensory,gustatory-external,6,"array([0.47898735, 0.94238278])"
2626,15717736,left,15639020,sensory,gustatory-pharyngeal,5,"array([0.59871437, 0.95110888])"
2627,15717935,left,3123905,sensory,gustatory-pharyngeal,5,"array([0.47568505, 0.9021362 ])"
2628,15718275,left,15645825,sensory,gustatory-pharyngeal,6,"array([0.5991798 , 0.98207761])"
2629,15718981,left,1591270,pre-DN-VNC,no official annotation,31,"array([0.62000782, 0.86438001])"
2630,15722990,left,9604434,pre-DN-VNC,no official annotation,78,"array([0.57762492, 0.73731573])"
2631,15723479,left,15640548,sensory,gustatory-pharyngeal,9,"array([0.45411578, 1.01969849])"
2632,15723727,left,15641926,sensory,gustatory-pharyngeal,6,"array([0.57604354, 0.98413431])"
2633,15724175,left,15640724,sensory,gustatory-pharyngeal,21,"array([0.46034997, 0.95670014])"
2634,15724385,left,15638968,sensory,gustatory-pharyngeal,16,"array([0.51750843, 1.03201944])"
2635,15724520,left,15638520,sensory,gustatory-pharyngeal,7,"array([0.34708097, 0.94993442])"
2636,15724636,left,15671848,sensory,gustatory-pharyngeal,7,"array([0.32573243, 1.0025501 ])"
2637,15725127,left,15637893,sensory,gustatory-pharyngeal,7,"array([0.31285079, 1.01393526])"
2638,15725545,left,15639275,sensory,gustatory-pharyngeal,7,"array([0.34098847, 0.97668617])"
2639,15725673,left,18785124,sensory,gustatory-pharyngeal,13,"array([0.39095367, 0.91699415])"
2640,15727304,left,15672153,sensory,gustatory-pharyngeal,7,"array([0.36977019, 0.91153122])"
2641,15728017,left,15640567,sensory,gustatory-pharyngeal,11,"array([0.40703903, 0.98968334])"
2642,15730645,left,15914721,sensory,gustatory-pharyngeal,11,"array([0.43728583, 0.92745376])"
2643,15730680,left,15618756,sensory,gustatory-external,11,"array([0.33998468, 0.93552844])"
2644,15732050,right,3944330,DN-SEZ,no official annotation,65,"array([0.63255084, 0.8659076 ])"
2645,15736147,right,15716309,sensory,gustatory-external,4,"array([0.58723345, 0.92324641])"
2646,15736398,,-1,,,0,"array([0.56751962, 0.73856201])"
2647,15743905,right,15700147,sensory,gustatory-external,7,"array([0.32302507, 0.89424994])"
2648,15748726,right,15995327,sensory,gut,9,"array([0.55509797, 1.05552967])"
2649,15762568,right,15690711,sensory,gustatory-external,7,"array([0.32982862, 0.88336321])"
2650,15766999,left,18231999,sensory,gut,16,"array([0.57880561, 1.09061434])"
2651,15769419,left,15548107,sensory,gut,63,"array([0.63701513, 0.97947506])"
2652,15769680,left,15575327,sensory,gut,21,"array([0.62293553, 1.01382889])"
2653,15770032,left,3556191,sensory,gut,63,"array([0.64157483, 0.95826342])"
2654,15770904,left,15543394,sensory,gut,21,"array([0.62724787, 1.02905103])"
2655,15792643,left,15610774,pre-DN-VNC,no official annotation,62,"array([0.66840996, 0.79307536])"
2656,15823055,right,11303036,pre-DN-VNC,no official annotation,84,"array([0.62520287, 0.72961529])"
2657,15825892,,-1,,,0,"array([0.64232754, 0.87371125])"
2658,15897280,left,2669844,DN-VNC,no official annotation,80,"array([0.69542498, 0.76356697])"
2659,15914721,right,15730645,sensory,gustatory-pharyngeal,11,"array([0.31416422, 0.87732519])"
2660,15934458,right,7439913,DN-VNC,no official annotation,86,"array([0.64308659, 0.73999633])"
2661,15938337,left,15595607,sensory,gustatory-external,3,"array([0.54424522, 0.91263858])"
2662,15964206,right,17736755,DN-VNC,no official annotation,88,"array([0.60275729, 0.68107023])"
2663,15982306,left,15569561,sensory,gut,16,"array([0.60065489, 1.09553756])"
2664,15983156,left,16442344,sensory,gut,24,"array([0.59706492, 1.11511613])"
2665,15983225,left,15587166,sensory,gut,16,"array([0.59884991, 1.03416603])"
2666,15984231,left,15567466,sensory,gut,16,"array([0.58917982, 1.02386084])"
2667,15984797,left,15564661,sensory,gut,16,"array([0.62348354, 1.07141462])"
2668,15995327,left,15748726,sensory,gut,9,"array([0.56373244, 1.0889153 ])"
2669,15995404,left,15461769,sensory,gustatory-pharyngeal,5,"array([0.55924084, 0.93695654])"
2670,15995861,left,15445198,sensory,gustatory-pharyngeal,11,"array([0.47671504, 0.95509877])"
2671,15995929,left,15506094,sensory,gustatory-pharyngeal,4,"array([0.54023269, 0.91642171])"
2672,15996160,left,15533421,sensory,gustatory-pharyngeal,6,"array([0.52241888, 0.95065102])"
2673,15996271,left,15505837,sensory,gustatory-pharyngeal,7,"array([0.38086674, 1.00281377])"
2674,15997666,left,15508735,sensory,gustatory-pharyngeal,65,"array([0.67057546, 0.9368238 ])"
2675,15997692,left,15507888,sensory,gustatory-pharyngeal,4,"array([0.56055649, 0.94566478])"
2676,15997807,left,15398807,sensory,gustatory-pharyngeal,5,"array([0.5826901 , 0.94088502])"
2677,15997929,left,18620885,sensory,gustatory-pharyngeal,5,"array([0.5647491 , 0.93832898])"
2678,15997983,left,15434200,sensory,gustatory-pharyngeal,5,"array([0.59958978, 0.93421068])"
2679,15998218,left,16341966,sensory,gustatory-pharyngeal,5,"array([0.61489873, 0.95624322])"
2680,15998261,left,15451084,sensory,gustatory-pharyngeal,5,"array([0.5301337 , 0.91368514])"
2681,15998307,left,15573283,sensory,gustatory-pharyngeal,5,"array([0.59881674, 0.94007011])"
2682,15998469,left,16341507,sensory,gustatory-pharyngeal,5,"array([0.61465235, 0.9344088 ])"
2683,15998753,left,3192952,sensory,gustatory-pharyngeal,16,"array([0.50956575, 1.056279  ])"
2684,15998768,left,15525858,sensory,gustatory-pharyngeal,5,"array([0.60685204, 0.94373192])"
2685,15998782,left,15531916,sensory,gustatory-pharyngeal,5,"array([0.56198538, 0.96856091])"
2686,15998817,left,15530882,sensory,gustatory-pharyngeal,5,"array([0.58710792, 0.93984557])"
2687,15998899,left,15605657,sensory,gustatory-pharyngeal,-1,"array([0.56652233, 1.18544856])"
2688,15998913,left,15508475,sensory,gustatory-pharyngeal,-1,"array([0.55879637, 1.24605966])"
2689,16007457,,-1,,,0,"array([0.68216165, 0.81628363])"
2690,16045758,,-1,,,0,"array([0.63136112, 0.89420223])"
2691,16051878,left,8951591,pre-DN-SEZ,no official annotation,66,"array([0.64046719, 0.83007399])"
2692,16087799,left,2775707,PN,Pdf-LaNs; visual 2nd_order PN,25,"array([0.63510712, 0.93062534])"
2693,16096934,left,13049485,pre-DN-SEZ,no official annotation,48,"array([0.66552111, 0.8730042 ])"
2694,16098538,left,8670503,LHN,no official annotation,28,"array([0.61094878, 0.89796385])"
2695,16100103,right,10382686,LHN,no official annotation,62,"array([0.63388339, 0.79309619])"
2696,16115255,right,8723983,DN-VNC,no official annotation,70,"array([0.70237097, 0.73746892])"
2697,16115501,right,5057916,sensory,gustatory-external,6,"array([0.48109331, 0.86094229])"
2698,16154290,right,19298625,DN-VNC,no official annotation,71,"array([0.63140857, 0.75933075])"
2699,16160495,left,8814922,MB-FBN,FB2N-16,75,"array([0.59464449, 0.83257519])"
2700,16181130,,-1,,,0,"array([0.63373268, 0.81885595])"
2701,16188942,right,5053417,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,35,"array([0.58448129, 0.86190683])"
2702,16223688,right,19880740,pre-DN-VNC,no official annotation,44,"array([0.65187905, 0.81337678])"
2703,16267292,right,-1,sensory,visual,0,"array([0.48329084, 0.89282598])"
2704,16278312,right,3220616,ascending,unknown modality,23,"array([0.73805632, 0.78224567])"
2705,16288872,left,15639171,sensory,gustatory-pharyngeal,5,"array([0.60303365, 0.96309647])"
2706,16297403,right,11656349,PN,gustatory-external 2nd_order PN; gustatory-pharyngeal 2nd_order PN,35,"array([0.59178267, 0.8711262 ])"
2707,16303262,left,7627878,sensory,respiratory,23,"array([0.70307404, 0.89353288])"
2708,16316916,left,5592307,PN,FFN-37; gustatory-pharyngeal 2nd_order PN,35,"array([0.58546178, 0.87031146])"
2709,16316973,right,17359111,DN-SEZ,no official annotation,70,"array([0.67579674, 0.80804717])"
2710,16339645,right,16444552,CN,CN-35,58,"array([0.61470123, 0.81503568])"
2711,16340461,right,16851791,pre-DN-VNC,no official annotation,78,"array([0.64025346, 0.7505522 ])"
2712,16340998,left,8007556,MB-FFN,FFN-25,78,"array([0.62707775, 0.75525297])"
2713,16341507,right,15998469,sensory,gustatory-pharyngeal,5,"array([0.59494591, 0.93110414])"
2714,16341966,right,15998218,sensory,gustatory-pharyngeal,5,"array([0.61894457, 0.94446618])"
2715,16347476,right,11073313,pre-DN-VNC,no official annotation,68,"array([0.68822587, 0.78995889])"
2716,16347786,right,17732334,DN-VNC,no official annotation,70,"array([0.660503 , 0.7738299])"
2717,16348875,left,15601640,pre-DN-SEZ,no official annotation,62,"array([0.65517322, 0.79614808])"
2718,16355225,right,10473853,pre-DN-VNC,no official annotation,89,"array([0.63114528, 0.70876889])"
2719,16362243,right,17608754,sensory,gustatory-pharyngeal,7,"array([0.26274746, 0.87149081])"
2720,16366055,left,17654645,pre-DN-VNC,no official annotation,52,"array([0.68302307, 0.84760023])"
2721,16369928,,-1,,,0,"array([0.66391742, 0.8576889 ])"
2722,16422727,left,20443571,pre-DN-VNC,no official annotation,71,"array([0.66152495, 0.78024582])"
2723,16422744,left,15589591,pre-DN-VNC,no official annotation,44,"array([0.62038413, 0.76316977])"
2724,16424131,left,13167025,DN-SEZ,no official annotation,51,"array([0.56261938, 0.95496701])"
2725,16433696,left,19132527,pre-DN-SEZ,no official annotation,62,"array([0.66112374, 0.83303967])"
2726,16434824,,-1,,,0,"array([0.58885583, 0.77778669])"
2727,16435686,,-1,,,0,"array([0.62859886, 0.88164933])"
2728,16442344,right,15983156,sensory,gut,24,"array([0.63183446, 1.00771617])"
2729,16444552,left,16339645,CN,CN-35,58,"array([0.60914979, 0.80192083])"
2730,16450562,,-1,,,0,"array([0.62192027, 0.82066949])"
2731,16463097,right,17728605,DN-SEZ,no official annotation,5,"array([0.54783633, 0.9327284 ])"
2732,16484888,,-1,,,0,"array([0.63069336, 0.80561373])"
2733,16501652,,-1,,,0,"array([0.69301376, 0.88886791])"
2734,16515871,right,8509534,PN,mPN; mPN; olfactory 2nd_order PN; gustatory-external 2nd_order PN,29,"array([0.56981025, 0.85539411])"
2735,16520950,right,16667306,DN-VNC,no official annotation,91,"array([0.63885063, 0.6948497 ])"
2736,16540741,right,10447988,pre-DN-VNC,no official annotation,85,"array([0.63380095, 0.73874202])"
2737,16544485,,-1,,,0,"array([0.62162676, 0.88235115])"
2738,16560178,left,9068024,pre-DN-VNC,no official annotation,91,"array([0.60613047, 0.71231629])"
2739,16578252,right,4966994,pre-DN-VNC,PL-23,85,"array([0.61777634, 0.74064099])"
2740,16588928,left,17355892,DN-SEZ,no official annotation,16,"array([0.53526635, 1.05797667])"
2741,16629886,,-1,,,0,"array([0.68573606, 0.85523442])"
2742,16636860,left,11623145,pre-DN-VNC,no official annotation,52,"array([0.69146878, 0.87843393])"
2743,16637377,,-1,,,0,"array([0.60598747, 0.85169003])"
2744,16651566,right,12252572,pre-DN-VNC,no official annotation,84,"array([0.59903265, 0.72653337])"
2745,16667592,left,16950550,DN-VNC,no official annotation,91,"array([0.62724183, 0.69394849])"
2746,16670540,left,16950443,DN-VNC,no official annotation,89,"array([0.63012566, 0.68044857])"
2747,16671014,right,16345627,pre-DN-VNC,PL-22,85,"array([0.59952511, 0.72280284])"
2748,16683883,left,5956787,RGN,no official annotation,63,"array([0.69567676, 0.89634898])"
2749,16683943,left,7530253,RGN,no official annotation,63,"array([0.70599892, 0.9147216 ])"
2750,16686371,,-1,,,0,"array([0.6786938 , 0.79565135])"
2751,16713227,left,17659014,DN-SEZ,no official annotation,65,"array([0.67446318, 0.74535853])"
2752,16713231,,-1,,,0,"array([0.68666955, 0.82183847])"
2753,16742642,left,8546775,pre-DN-SEZ,no official annotation,56,"array([0.6386717 , 0.85652436])"
2754,16848497,left,9798791,MB-FFN,FFN-33,46,"array([0.66603236, 0.84568902])"
2755,16851496,left,16339338,DN-VNC,no official annotation,92,"array([0.61827774, 0.73241663])"
2756,16852589,left,6610913,pre-DN-SEZ,no official annotation,91,"array([0.5991012, 0.747247 ])"
2757,16852622,left,16950767,DN-VNC,no official annotation,89,"array([0.57126956, 0.69658381])"
